Symbol  ,Date  ,Expiry  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,06-Sep-2024,30-Oct-2024,51910.00,51935.05,50955.05,51107.10,51087.30,51107.10,16939.00,130590.46,244590.00,67470.00,50576.85
BANKNIFTY,06-Sep-2024,27-Nov-2024,52225.05,52229.20,51267.05,51423.70,51430.00,51423.70,4845.00,37606.28,58935.00,33870.00,50576.85
BANKNIFTY,09-Sep-2024,25-Sep-2024,50761.00,51330.00,50255.55,51267.40,51290.00,51267.40,147805.00,1130360.53,2361120.00,-155475.00,51117.80
BANKNIFTY,09-Sep-2024,30-Oct-2024,50900.15,51644.65,50877.10,51580.25,51610.00,51580.25,11799.00,90715.75,235830.00,-8760.00,51117.80
BANKNIFTY,09-Sep-2024,27-Nov-2024,51330.00,51939.95,51175.60,51891.20,51911.30,51891.20,4041.00,31250.76,57375.00,-1560.00,51117.80
BANKNIFTY,10-Sep-2024,25-Sep-2024,51403.20,51496.00,51135.05,51371.20,51365.65,51371.20,112734.00,868142.48,2345655.00,-15465.00,51272.30
BANKNIFTY,10-Sep-2024,30-Oct-2024,51635.00,51799.00,51465.05,51668.30,51689.95,51668.30,6749.00,52288.81,233070.00,-2760.00,51272.30
BANKNIFTY,10-Sep-2024,27-Nov-2024,51975.00,52098.00,51770.05,51984.40,51990.00,51984.40,2392.00,18643.97,48585.00,-8790.00,51272.30
BANKNIFTY,11-Sep-2024,25-Sep-2024,51300.00,51519.00,51086.70,51124.00,51131.60,51124.00,130391.00,1002914.99,2463525.00,117870.00,51010.00
BANKNIFTY,11-Sep-2024,30-Oct-2024,51581.95,51820.00,51425.00,51456.85,51472.00,51456.85,9243.00,71542.02,243975.00,10905.00,51010.00
BANKNIFTY,11-Sep-2024,27-Nov-2024,51900.00,52120.00,51730.45,51757.20,51771.85,51757.20,3018.00,23493.51,57165.00,8580.00,51010.00
BANKNIFTY,12-Sep-2024,25-Sep-2024,51320.00,51880.00,51150.00,51759.20,51715.85,51759.20,164970.00,1274913.83,2184960.00,-278565.00,51772.40
BANKNIFTY,12-Sep-2024,30-Oct-2024,51600.00,52160.00,51469.45,52051.30,52025.30,52051.30,14770.00,114893.17,252705.00,8730.00,51772.40
BANKNIFTY,12-Sep-2024,27-Nov-2024,51909.65,52465.00,51771.95,52369.50,52324.95,52369.50,4850.00,37927.02,52680.00,-4485.00,51772.40
BANKNIFTY,13-Sep-2024,25-Sep-2024,51944.70,52044.00,51692.00,51929.40,51925.00,51929.40,109186.00,849687.30,2194425.00,9465.00,-
BANKNIFTY,13-Sep-2024,30-Oct-2024,52099.05,52300.00,51994.00,52174.95,52163.00,52174.95,16617.00,130031.67,314430.00,61725.00,-
BANKNIFTY,13-Sep-2024,27-Nov-2024,52345.10,52611.85,52300.00,52495.15,52492.00,52495.15,3039.00,23917.05,57345.00,4665.00,-
BANKNIFTY,16-Sep-2024,25-Sep-2024,51970.00,52299.00,51970.00,52261.35,52262.00,52261.35,87134.00,682351.77,2100240.00,-94185.00,-
BANKNIFTY,16-Sep-2024,30-Oct-2024,52248.95,52537.95,52216.50,52495.75,52506.00,52495.75,15016.00,118146.54,321180.00,6750.00,-
BANKNIFTY,16-Sep-2024,27-Nov-2024,52550.00,52830.00,52544.55,52795.50,52803.00,52795.50,3307.00,26166.46,66300.00,8955.00,-
